"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"3225","3224","Edwards, Mickey","14415","100","1987","OK","5","0","0","1976","0","0","0","71","5041","0.374000013","0.5","0.692499995","6","0","0","0","1","1","6","36","0","0","0","0","1","0","0","0","0","0","0","10","0","0","0","0","1","0","1","1","1","11","0","1","1","1","0.234217882","0.337860793"
"3226","3225","Emerson, Bill","14819","100","1987","MO","8","0","0","1980","0","0","0","53","2809","0.337000012","0.463","0.655499995","9","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","1","0","0","4","0","1","0","0","0.066275284","0.413258106"
"3227","3226","English, Glenn","14219","100","1987","OK","6","1","1","1974","0","0","0","100","10000","-0.023","0.103","0.29550001","6","0","0","1","0","0","7","49","0","0","0","0","1","1","3","3","2","2","1","14","2","0","0","0","0","0","0","0","0","17","5","2","2","1","1.88091433","2.612999201"
"3228","3227","Erdreich, Ben","15022","100","1987","AL","6","1","1","1982","0","0","0","73","5329","-0.059999999","0.066","0.25850001","7","0","0","0","0","0","3","9","1","0.085000001","0","0","1","1","0","0","0","0","0","10","0","0","0","0","2","1","2","1","1","12","1","2","1","1","0.264888674","0.303110987"
"3229","3228","Espy, Mike","15411","100","1987","MS","2","1","1","1986","0","1","0","52","2704","-0.39199999","0.266000003","0.073499992","5","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0.140009925",""
"3230","3229","Evans, Lane","15023","100","1987","IL","17","1","1","1982","0","0","0","56","3136","-0.486999989","0.361000001","0.168499991","22","0","0","1","0","0","3","9","0","0","0","0","0","0","1","1","0","0","0","6","1","0","0","0","0","0","0","0","0","7","2","0","0","0","0.287523478","0.209958345"
"3231","3230","Fascell, Dante","3078","100","1987","FL","19","1","1","1954","0","0","0","69","4761","-0.435000002","0.309000015","0.116500005","19","0","1","1","0","0","17","289","1","0.224000007","0","0","1","1","8","5","7","7","2","9","3","2","2","1","1","0","0","0","0","18","8","9","9","3","5.057872295","2.857196331"
"3232","3231","Fauntroy, Walter","","100","1987","DC","1","","0","1970","0","1","0","","","","","","1","0","0","1","0","0","9","81","0","","0","0","0","0","1","1","1","0","0","27","6","3","1","1","2","0","0","0","0","30","7","4","1","1","1.60567379",""
"3233","3232","Fawell, Harris","15098","100","1987","IL","13","0","0","1984","0","0","0","73","5329","0.308999985","0.434999973","0.627499998","22","0","0","0","0","0","2","4","1","0.344000012","0","0","0","0","0","0","0","0","0","6","0","0","0","0","2","1","1","1","1","8","1","1","1","1","0.186212003","0.123653479"
"3234","3233","Fazio, Vic","14624","100","1987","CA","4","1","1","1978","0","0","0","70","4900","-0.463","0.337000012","0.144500002","45","0","0","1","1","1","5","25","1","0.526000023","0","0","0","0","2","2","2","2","1","4","0","0","0","0","0","0","0","0","0","6","2","2","2","1","1.476880789","1.938454032"
"3235","3234","Feighan, Edward","15024","100","1987","OH","19","1","1","1982","0","0","0","55","3025","-0.31400001","0.188000008","0.00449999","21","0","0","0","0","0","3","9","1","0.354999989","0","0","0","0","0","0","0","0","0","11","5","0","0","0","0","0","0","0","0","11","5","0","0","0","0.443035126","0.238818198"
"3236","3235","Fields, Jack","14822","100","1987","TX","8","0","0","1980","0","0","0","68","4624","0.529999971","0.655999959","0.848499954","27","0","0","0","0","0","4","16","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0.17051892","0.69706744"
"3237","3236","Fish, Hamilton","12013","100","1987","NY","21","0","0","1968","0","0","0","77","5929","0.050999999","0.177000001","0.369500011","34","0","0","0","0","0","10","100","0","0","0","0","0","0","1","1","1","1","1","12","4","0","0","0","4","1","1","1","0","17","6","2","2","1","1.365733981","0.991127908"
"3238","3237","Flake, Floyd","15412","100","1987","NY","6","1","1","1986","0","1","0","68","4624","-0.538999975","0.412999988","0.220499977","34","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3239","3238","Flippo, Ronnie","14419","100","1987","AL","5","1","1","1976","0","0","0","79","6241","-0.133000001","0.007000001","0.185499996","7","0","0","0","1","0","6","36","1","0.085000001","0","0","1","1","1","1","1","1","1","9","2","0","0","0","2","2","2","2","2","12","5","3","3","3","1.329737902","0.819169939"
"3240","3239","Florio, James","14223","100","1987","NJ","1","1","1","1974","0","0","0","76","5776","-0.323000014","0.197000012","0.004500014","14","0","0","1","0","0","7","49","1","0.174999997","0","0","0","0","1","1","1","0","0","23","3","0","0","0","0","0","0","0","0","24","4","1","0","0","0.826757014","3.98284626"
"3241","3240","Foglietta, Thomas","14823","100","1987","PA","1","1","1","1980","0","0","0","75","5625","-0.512000024","0.386000037","0.193500027","23","0","0","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0","0","6","2","1","0","0","0","0","0","0","0","6","2","1","0","0","0.285365701","0.570173681"
"3242","3241","Foley, Thomas","10726","100","1987","WA","5","1","1","1964","0","0","0","75","5625","-0.381000012","0.255000025","0.062500015","8","0","0","0","0","1","12","144","0","0","1","0","0","0","6","4","5","5","4","6","0","0","0","0","1","1","1","1","1","13","5","6","6","5","4.223022461","2.087436438"
"3243","3242","Ford, Harold","14224","100","1987","TN","9","1","1","1974","0","1","0","83","6889","-0.444999993","0.319000006","0.126499996","9","0","0","1","1","0","7","49","1","0.149000004","0","0","1","1","1","1","1","1","1","6","0","0","0","0","0","0","0","0","0","7","1","1","1","1","0.994023621","1.342817307"
"3244","3243","Ford, William","10727","100","1987","MI","15","1","1","1964","0","0","0","75","5625","-0.523000002","0.397000015","0.204500005","18","0","1","1","0","0","12","144","1","0.463","0","0","0","0","3","3","3","1","0","8","1","3","3","3","2","2","2","2","2","13","6","8","6","5","2.627500772","2.16397047"
"3245","3244","Frank, Barney","14824","100","1987","MA","4","1","1","1980","0","0","0","89","7921","-0.503000021","0.377000034","0.184500024","11","0","0","1","0","0","4","16","1","0.386000007","0","0","0","0","9","9","7","5","3","25","4","0","0","0","5","3","4","4","1","39","16","11","9","4","5.466211319","2.574917316"
"3246","3245","Frenzel, Bill","13015","100","1987","MN","3","0","0","1970","0","0","0","70","4900","0.372999996","0.498999983","0.691500008","8","0","0","0","1","0","9","81","1","0.210999995","0","0","0","0","0","0","0","0","0","28","1","0","0","0","2","0","0","0","0","30","1","0","0","0","0.494752109","0.421115309"
"3247","3246","Frost, Martin","14626","100","1987","TX","24","1","1","1978","0","0","0","67","4489","-0.310000002","0.184","0.008499998","27","0","0","1","1","1","5","25","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","3","1","1","1","1","4","1","1","1","1","0.11180374","0.003073834"
"3248","3247","Fuster, Jamie","","100","1987","PR","1","","0","1984","0","0","1","","","","","","1","0","0","0","0","0","2","4","0","","0","0","0","0","0","0","0","0","0","4","0","0","0","0","4","1","1","1","1","8","1","1","1","1","0.161409244",""
"3249","3248","Gallegly, Elton","15413","100","1987","CA","21","0","0","1986","0","0","0","68","4624","0.393000007","0.518999994","0.711499989","45","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0.046505161",""
"3250","3249","Gallo, Dean","15099","100","1987","NJ","11","0","0","1984","0","0","0","68","4624","0.208000004","0.333999991","0.526499987","14","0","0","0","0","0","2","4","1","0.174999997","0","0","0","0","0","0","0","0","0","7","1","0","0","0","1","0","0","0","0","8","1","0","0","0","0.166115627","0.079919696"
"3251","3250","Garcia, Robert","14470","100","1987","NY","18","1","1","1978","0","0","1","94","8836","-0.550000012","0.424000025","0.231500015","34","0","0","1","0","0","5","25","1","0.407000005","0","0","0","0","0","0","0","0","0","11","0","1","1","1","1","1","1","1","0","12","1","2","2","1","0.602406681","1.845295548"
"3252","3251","Gaydos, Joseph","11067","100","1987","PA","20","1","1","1968","0","0","0","98","9604","-0.222000003","0.096000001","0.096499994","23","0","0","1","0","0","10","100","1","0.344999999","0","0","0","0","1","1","1","1","0","9","0","0","0","0","0","0","0","0","0","10","1","1","1","0","0.653376043","0.466574728"
"3253","3252","Gejdenson, Sam","14825","100","1987","CT","2","1","1","1980","0","0","0","67","4489","-0.42899999","0.303000003","0.110499993","6","0","0","1","0","0","4","16","1","0.200000003","0","0","0","0","2","2","1","1","0","15","6","1","1","1","0","0","0","0","0","17","8","2","2","1","1.59391737","0.972047865"
"3254","3253","Gekas, George","15026","100","1987","PA","17","0","0","1982","0","0","0","74","5476","0.419","0.545000017","0.737500012","23","0","0","0","0","0","3","9","1","0.344999999","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","0","0","0","0","14","0","0","0","0","0.204622716","1.278437734"
"3255","3254","Gephardt, Richard","14421","100","1987","MO","3","1","1","1976","0","0","0","69","4761","-0.388999999","0.263000011","0.070500001","9","0","0","0","1","0","6","36","0","0","1","0","0","0","1","1","1","1","0","5","2","0","0","0","0","0","0","0","0","6","3","1","1","0","0.700375617","0.240696698"
"3256","3255","Gibbons, Sam","10588","100","1987","FL","7","1","1","1962","0","0","0","100","10000","-0.259000003","0.133000001","0.059499998","19","0","0","1","1","0","13","169","1","0.224000007","0","0","1","1","0","0","0","0","0","9","1","0","0","0","0","0","0","0","0","9","1","0","0","0","0.194018722","1.055246472"
"3257","3256","Gilman, Benjamin","14015","100","1987","NY","22","0","0","1972","0","0","0","69","4761","0.032000002","0.158000007","0.350499988","34","0","0","0","0","0","8","64","1","0.407000005","0","0","0","0","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","13","1","0","0","0","0.256025612","0.853838801"
"3258","3257","Gingrich, Newt","14627","100","1987","GA","6","0","0","1978","0","0","0","60","3600","0.351999998","0.477999985","0.67049998","10","0","0","0","0","0","5","25","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0.003100344","0.052255183"
"3259","3258","Glickman, Dan","14422","100","1987","KS","4","1","1","1976","0","0","0","65","4225","-0.151999995","0.025999995","0.166500002","5","0","0","1","0","0","6","36","0","0","0","0","0","0","6","6","6","5","3","19","6","2","0","0","0","0","0","0","0","25","12","8","5","3","4.82571888","5.844619751"
"3260","3259","Gonzalez, Henry","10520","100","1987","TX","20","1","1","1961","0","0","1","100","10000","-0.505999982","0.379999995","0.187499985","27","0","0","1","0","0","14","196","1","0.191","0","0","1","1","3","2","3","3","2","20","5","0","0","0","1","0","0","0","0","24","7","3","3","2","2.792531729","1.074298143"
"3261","3260","Goodling, William","14288","100","1987","PA","19","0","0","1974","0","0","0","73","5329","0.319000006","0.444999993","0.637499988","23","0","0","0","0","1","7","49","0","0","0","0","0","0","1","1","1","1","1","12","2","2","2","0","0","0","0","0","0","13","3","3","3","1","1.569891095","0.160777003"
"3262","3261","Gordon, Bart","15100","100","1987","TN","6","1","1","1984","0","0","0","77","5929","-0.224000007","0.098000005","0.09449999","9","0","0","0","1","0","2","4","0","0","0","0","1","1","0","0","0","0","0","3","1","1","1","1","1","0","0","0","0","4","1","1","1","1","0.484610438","0"
"3263","3262","Gradison, Willis","14225","100","1987","OH","2","0","0","1974","0","0","0","70","4900","0.204999998","0.331","0.523500025","21","0","0","0","1","1","7","49","0","0","0","0","0","0","1","1","1","1","1","13","0","0","0","0","2","0","0","0","0","16","1","1","1","1","1.108736396","0.12295337"
"3264","3263","Grandy, Fred","15414","100","1987","IA","6","0","0","1986","0","0","0","51","2601","0.273000002","0.398999989","0.591499984","6","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","5","1","0","0","0","0.132011846",""
"3265","3264","Grant, Bill","95415","100","1987","FL","2","1","1","1986","0","0","0","100","10000","-0.193000004","0.067000002","0.125499994","19","0","0","0","0","0","1","1","1","0.224000007","0","0","1","1","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","6","0","0","0","0","0.068207569",""
"3266","3265","Gray, William","14629","100","1987","PA","2","1","1","1978","0","1","0","98","9604","-0.497000009","0.371000022","0.178500012","23","0","1","0","1","1","5","25","0","0","0","0","0","0","2","1","1","1","1","5","1","0","0","0","1","0","1","1","1","8","2","2","2","2","1.143229246","2.706129551"
"3267","3266","Gray, Kenneth","15101","100","1987","IL","22","1","1","1984","0","0","0","53","2809","-0.423000008","0.297000021","0.104500011","22","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","1","0","1","1","0","13","0","1","1","0","0.226506054","1.012473702"
"3268","3267","Green, S.","14471","100","1987","NY","15","0","0","1978","0","0","0","58","3364","-0.055","0.071000002","0.263500005","34","0","0","0","1","0","5","25","1","0.407000005","0","0","0","0","0","0","0","0","0","22","3","0","0","0","1","0","0","0","0","23","3","0","0","0","0.507647932","0.286804199"
"3269","3268","Gregg, Judd","14826","100","1987","NH","2","0","0","1980","0","0","0","74","5476","0.411000013","0.537","0.729499996","2","0","0","0","1","0","4","16","0","0","0","0","0","0","0","0","0","0","0","8","1","0","0","0","1","0","0","0","0","9","1","0","0","0","0.181617349","0.090078808"
"3270","3269","Guarini, Frank","14631","100","1987","NJ","14","1","1","1978","0","0","0","71","5041","-0.291000009","0.165000007","0.027499991","14","0","0","0","1","1","5","25","1","0.174999997","0","0","0","0","0","0","0","0","0","24","4","0","0","0","3","1","1","1","1","27","5","1","1","1","0.686356246","1.706206322"
"3271","3270","Gunderson, Steve","14827","100","1987","WI","3","0","0","1980","0","0","0","64","4096","0.199000001","0.324999988","0.517499983","9","0","0","0","0","0","4","16","1","0.248999998","0","0","0","0","1","1","1","1","1","19","3","1","1","1","0","0","0","0","0","20","4","2","2","2","1.739557385","0.315664053"
"3272","3271","Hall, Ralph","14828","100","1987","TX","4","1","1","1980","0","0","0","72","5184","0.125","0.250999987","0.443500012","27","0","0","1","0","0","4","16","1","0.191","0","0","1","1","1","0","1","1","0","7","1","0","0","0","2","1","1","0","0","10","2","2","1","0","0.601640463","0.485831529"
"3273","3272","Hall, Tony","14632","100","1987","OH","3","1","1","1978","0","0","0","74","5476","-0.289000005","0.163000003","0.029499995","21","0","0","0","1","0","5","25","1","0.354999989","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0.077508606","0.092215031"
"3274","3273","Hamilton, Lee","10732","100","1987","IN","9","1","1","1964","0","0","0","69","4761","-0.164000005","0.038000006","0.154499993","10","0","0","1","0","0","12","144","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0.085506678","2.747661829"
"3275","3274","Hammerschmidt, John","11020","100","1987","AR","3","0","0","1966","0","0","0","80","6400","0.294999987","0.420999974","0.613499999","4","0","0","0","0","0","11","121","0","0","0","0","1","0","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0","15","1","0","0","0","0.287029058","0.563188314"
"3276","3275","Hansen, James","14829","100","1987","UT","1","0","0","1980","0","0","0","52","2704","0.521000028","0.647000015","0.83950001","3","0","0","0","0","0","4","16","1","0.082000002","0","0","0","0","0","0","0","0","0","6","1","1","1","1","1","0","0","0","0","7","1","1","1","1","0.531115592","0.620221555"
"3277","3276","Harris, Claude","15416","100","1987","AL","7","1","1","1986","0","0","0","60","3600","-0.077","0.048999999","0.241500005","7","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0.450506657",""
